HVG,seq30K,seq50K,seq60K,seq75K,seq100K,seq250K,seq30K_gene.mean,seq30K_gene.dispersion,seq30K_gene.dispersion.scaled,seq50K_gene.mean,seq50K_gene.dispersion,seq50K_gene.dispersion.scaled,seq60K_gene.mean,seq60K_gene.dispersion,seq60K_gene.dispersion.scaled,seq75K_gene.mean,seq75K_gene.dispersion,seq75K_gene.dispersion.scaled,seq100K_gene.mean,seq100K_gene.dispersion,seq100K_gene.dispersion.scaled,seq250K_gene.mean,seq250K_gene.dispersion,seq250K_gene.dispersion.scaled
P4HA1,1,1,0,0,1,0,0.079653577,0.996152878,0.82717049,0.075886956,0.794406473,0.721119714,0.076643541,0.721069814,0.615615467,0.078581633,0.652392276,0.535907463,0.080881812,0.608879816,0.537962267,0.08191121,0.529417081,0.551734035
FUT11,1,0,0,0,0,0,0.046164703,0.984805846,0.789453157,0.044836829,0.717070489,0.46501776,0.045132905,0.628998404,0.31065663,0.043820801,0.548446022,0.191616754,0.043571788,0.593797359,0.487622198,0.044278165,0.521921272,0.527099075
ZSWIM8,1,1,1,1,1,0,0.077524049,0.986713007,0.795792528,0.083134651,0.79353689,0.718240046,0.084344959,0.735117293,0.662143517,0.085169802,0.668048797,0.58776498,0.088330693,0.633408718,0.619831338,0.114754558,0.761338917,1.313944713
VCL,1,1,1,1,1,1,0.072983311,0.980895467,0.776455129,0.076661166,0.959358218,1.267365612,0.077231057,0.90213069,1.215325135,0.07746277,0.830869382,1.127059206,0.078046346,0.773140341,1.086207601,0.077539905,0.696314271,1.100241337
SAMD8,1,1,0,0,1,0,0.082380529,0.996473159,0.828235097,0.085318004,0.798449146,0.734507226,0.085468367,0.725664783,0.630834919,0.087407707,0.658198047,0.555137334,0.085876641,0.590731197,0.477388399,0.089964958,0.427372575,0.216364961
RP11-182L21.6,1,1,1,1,1,1,0.071229109,1.225421967,1.589256816,0.081581823,0.877018143,0.994692364,0.081470225,0.853763007,1.055121739,0.083490935,0.792535835,1.000090858,0.08363891,0.722768637,0.918084118,0.088531929,0.859311355,1.635930944
LINC00863,1,1,1,1,1,1,0.036482522,1.048266155,1.000394083,0.042049976,0.916039545,1.123913675,0.047621807,0.794253603,0.858014746,0.051485409,0.705111196,0.710523031,0.057872825,0.68805239,0.802213185,0.076626607,0.590042634,0.750979801
ACTA2,1,1,1,0,1,1,0.035244008,3.650049361,9.648674658,0.030989232,3.504054761,9.694254622,0.02980369,3.348700472,9.3188513,0.028388365,3.17585638,8.894123486,0.026350734,3.023318458,8.596530886,0.023517973,2.747756162,7.842301233
IFIT2,1,1,1,1,1,1,0.056187845,1.100159584,1.172886907,0.052272037,0.876566501,0.993196729,0.051923874,0.815407472,0.928080571,0.052576511,0.739201486,0.823436868,0.053278397,0.717012592,0.898872412,0.053447288,0.586244632,0.738497676
IFIT3,1,1,1,1,1,1,0.049321275,1.055267423,1.023666174,0.053897216,1.213572245,2.10920799,0.053294776,1.139719039,2.002265043,0.054406677,1.282926665,2.62436302,0.053226226,1.221041898,2.581149475,0.053219984,1.164985891,2.640529728
KIF20B,1,1,1,1,1,1,0.356551842,1.031327294,1.199343771,0.367625926,0.939152263,1.479196387,0.3684163,0.912100904,1.52102164,0.371934432,0.902561332,1.672304239,0.374744463,0.876335568,1.715946981,0.374644298,0.901691231,2.251326106
ANKRD1,1,1,1,1,1,1,0.423088926,1.002633612,1.052337663,0.445156661,0.907850016,1.329871066,0.452371005,0.893469752,1.433741076,0.46382119,0.884931063,1.590708207,0.482134614,0.888408502,1.771045974,0.54179526,0.879225627,2.147760552
PLCE1,1,0,0,0,0,0,0.045889188,0.952845682,0.683218147,0.050518695,0.706923746,0.431416318,0.050809026,0.633402004,0.325242229,0.052363552,0.559874692,0.229470785,0.050889703,0.499967745,0.174451106,0.058704192,0.380802307,0.063311861
HELLS,1,1,1,1,1,1,0.474395189,0.932173822,0.691351593,0.495786385,0.873912767,1.167975641,0.50073781,0.855782188,1.257187759,0.51398556,0.859378126,1.472444659,0.519281815,0.848621277,1.589463276,0.544255859,0.823447141,1.890623922
DNTT,1,1,1,1,1,1,0.319461722,1.223180589,2.182264194,0.335499798,1.080510468,2.153536452,0.343778191,1.046777994,2.151937635,0.353406926,0.992231332,2.087312988,0.379685654,0.950041844,2.052330947,0.507949575,0.715383487,1.392454718
ARHGAP19-SLIT1,1,1,1,1,1,1,0.38792054,0.940307334,0.733021948,0.395473895,0.854699732,1.076321118,0.402423534,0.797221681,0.98285186,0.404632165,0.759699292,1.011113243,0.404195271,0.698297631,0.903409569,0.403876719,0.581181668,0.773789599
SLC25A28,1,1,1,1,1,1,0.05136341,1.151702529,1.344214731,0.047358254,0.913976565,1.117082013,0.04651966,0.843875654,1.022372858,0.047841151,0.793916505,1.004663914,0.048134534,0.726722822,0.931281833,0.050356091,0.56925409,0.68265829
SFXN3,1,1,1,0,1,1,0.058462843,1.038544903,0.968080818,0.06280932,0.826228389,0.826499569,0.062007784,0.765795367,0.763755404,0.060800108,0.714292822,0.740934405,0.061551191,0.664838338,0.724732634,0.066889454,0.534559714,0.568635291
HPS6,1,0,0,0,0,0,0.095715183,0.962473939,0.7152223,0.101178143,0.708142762,0.435453149,0.104242852,0.688386436,0.507361615,0.105061159,0.627168791,0.452362252,0.104408721,0.561802575,0.380834576,0.107938742,0.409843049,0.158754206
NFKB2,1,1,1,1,1,1,0.035542782,1.232100702,1.611456811,0.034906965,0.97761213,1.327814349,0.033912841,0.903164537,1.218749441,0.033230086,0.819897408,1.090717843,0.034049968,0.77910946,1.106130473,0.035786554,0.569428193,0.68323048
FBXL15,1,0,0,0,0,0,0.340380506,0.924089451,0.649933003,0.333768718,0.685785017,0.270524524,0.32739174,0.629018024,0.194875394,0.324032808,0.573446813,0.149103555,0.322033941,0.533401385,0.150848787,0.327588841,0.415082442,0.008078689
C10orf95,1,0,1,0,1,1,0.02547597,1.150148824,1.339050243,0.023877173,0.899954992,1.070648877,0.026648464,0.764207574,0.758496316,0.030582081,0.773798871,0.938030301,0.031729993,0.692051813,0.815561887,0.036428697,0.517633033,0.513005785
TRIM8,1,1,1,1,1,1,0.222551015,1.003614588,0.851973077,0.234419458,0.77123087,0.644372553,0.2361701,0.746582378,0.700118161,0.236215356,0.702029742,0.700316643,0.238464958,0.647377321,0.666453744,0.253611602,0.664560646,0.995883108
PCGF6,1,0,0,0,0,0,0.138311233,0.952123696,0.68081828,0.139170942,0.722480189,0.482932252,0.138813307,0.657597135,0.40538132,0.141090742,0.610371011,0.396724658,0.140343075,0.550401152,0.342780534,0.141161266,0.499105124,0.452113848
ADD3,1,1,1,1,1,1,0.642156403,1.009664714,0.749081308,0.664703778,0.947031393,1.083516906,0.671999093,0.899501364,1.041615151,0.684521377,0.865947735,1.082935175,0.685870722,0.832459231,1.119170205,0.702300158,0.782750539,1.133255651
GPAM,1,1,1,1,1,1,0.041145351,1.003769388,0.852487629,0.040188125,0.847442061,0.896749699,0.042563081,0.885911949,1.161605436,0.041316195,0.825099867,1.107949422,0.041404557,0.782106724,1.116134314,0.04272678,0.599511451,0.782099051
CCDC186,1,1,1,1,1,1,0.290463151,1.093021965,1.515423573,0.281259013,0.89524123,1.26972168,0.284046914,0.910372005,1.512922339,0.285196958,0.861344106,1.481543566,0.285276991,0.843922707,1.568019735,0.279275713,0.703551801,1.337911111
SLC18A2,1,1,1,1,1,1,0.114412392,1.856419066,3.686679823,0.119593183,1.771654759,3.95732596,0.122642945,1.725172281,3.941402729,0.121083048,1.664936626,3.889656145,0.121341308,1.581018957,3.782629514,0.114193852,1.446549592,3.565888302
ACADSB,1,0,0,0,0,0,0.067773717,0.986294114,0.794400134,0.06482085,0.63398943,0.189890707,0.064890672,0.565703575,0.101011556,0.065231933,0.498397158,0.02584494,0.066694032,0.434782094,-0.043116254,0.073154551,0.38938787,0.091528298
PTPRE,1,1,1,1,1,1,0.20531511,1.206616512,1.526747823,0.215552342,1.118479041,1.79430212,0.215789374,1.094557201,1.852680044,0.217802425,1.084778651,1.968057307,0.220914111,1.043475219,1.988492763,0.226231892,1.009217343,2.128596692
MKI67,1,1,1,1,1,1,0.836553734,2.042266005,3.605717935,0.853259744,2.025049753,3.621784318,0.856506559,2.004212344,3.589969744,0.855573951,1.986608706,3.505657309,0.853673781,1.954689393,3.346191108,0.84917586,1.868594894,3.286118024
STK32C,1,1,1,1,1,1,0.236705164,1.020338297,0.907562387,0.241457842,0.867150334,0.962014624,0.240921061,0.82809905,0.970117605,0.241699168,0.766602295,0.914193808,0.248132665,0.714980942,0.892091459,0.25940086,0.642310266,0.922757276
NINJ2,1,1,1,1,1,1,0.370844505,0.959013895,0.82886112,0.355531756,0.815887359,0.891169231,0.350505507,0.768317319,0.847444836,0.347794502,0.733080502,0.887916732,0.340168644,0.692605767,0.877432789,0.333162714,0.573617451,0.738918857
DCP1B,1,1,0,0,1,1,0.093080931,1.044005511,0.986231781,0.091082299,0.801991547,0.746238064,0.089145632,0.730887022,0.648132015,0.091342397,0.672908741,0.603862082,0.092101097,0.598116946,0.502039496,0.090322031,0.45121853,0.294734648
C12orf4,1,1,1,1,1,1,0.057471064,1.070182916,1.073245003,0.065089564,0.988853618,1.365041093,0.067672329,0.89829018,1.202604601,0.067120472,0.833796247,1.136753565,0.066671637,0.754320003,1.023391762,0.069097924,0.576877752,0.707713442
CD9,1,1,1,1,1,1,0.051444649,1.007263967,0.864103548,0.055399038,1.019457159,1.466386241,0.054586808,0.942349806,1.348538852,0.05634725,0.970177862,1.588476656,0.054942952,0.894400907,1.490933806,0.058539668,1.411239397,3.449841409
GAPDH,1,1,1,1,1,1,3.956577364,2.405081549,1.352189645,3.928916496,2.340387763,1.323789625,3.917364502,2.321959499,1.247478323,3.904011191,2.299108915,1.341017812,3.886584706,2.270240904,1.262041148,3.854546606,2.174821371,2.155533498
LPAR5,1,0,0,0,0,0,0.127069979,0.960359586,0.708194228,0.12582823,0.753565637,0.585873257,0.129155343,0.695955838,0.532432981,0.12901539,0.647941248,0.521164771,0.125554508,0.578266272,0.435784753,0.123412699,0.461111166,0.327246776
CD4,1,1,1,1,1,1,0.189026873,0.984081191,0.787044419,0.192558207,0.855057634,0.921969046,0.195205861,0.844487549,1.024399576,0.194314619,0.807590332,1.049954355,0.194577275,0.775094786,1.092730868,0.194175509,0.653045097,0.958037277
CDCA3,1,1,1,1,1,1,0.261033192,1.109062143,1.202478855,0.265700636,1.020383636,1.469454316,0.267142482,1.007046146,1.56282601,0.268384351,0.982775702,1.630203214,0.268462568,0.947691832,1.668800647,0.278455073,0.854193687,2.032364294
PTPN6,1,1,1,1,1,1,0.466719843,1.369556097,2.932188639,0.463231007,1.330935192,3.348171205,0.461857253,1.280010263,3.244550854,0.461694235,1.228874698,3.182540684,0.460524263,1.185447098,3.12668386,0.462173358,1.071075635,3.032181561
CLSTN3,1,1,1,0,1,0,0.08268884,0.98365981,0.785643754,0.088180229,0.809617955,0.771493292,0.090097896,0.745108572,0.695236621,0.092438622,0.670720994,0.596615829,0.099172105,0.671927836,0.748394951,0.113901518,0.535908695,0.573068713
KLRB1,1,1,1,1,1,1,0.356448422,2.891717409,10.7306653,0.350645101,2.882703694,10.75078128,0.345241204,2.870962581,10.69761704,0.334909531,2.848745498,10.67959161,0.331098862,2.846640441,10.70811153,0.30539864,2.707611632,10.57654827
CLEC2D,1,1,1,1,1,1,0.160748324,1.267634184,1.729569466,0.171206462,1.189706149,2.030174227,0.176637706,1.161712263,2.075110978,0.181851278,1.077099505,1.942622446,0.193314602,1.008920529,1.873161052,0.242079494,0.922121144,1.842355197
CD69,1,1,1,1,1,1,1.58021949,1.785817679,2.374015917,1.593002702,1.68963903,2.156100097,1.603967446,1.654780467,2.102713591,1.611989952,1.628639585,2.087134018,1.630413985,1.618242465,1.860140687,1.67904668,1.556325654,1.979239488
CLEC2B,1,1,1,1,1,1,1.639921987,1.922551992,2.772950325,1.600268326,1.82155683,2.493379679,1.585385469,1.794889065,2.453067458,1.569378591,1.760676616,2.412818215,1.556660571,1.722674821,2.088998358,1.520072266,1.610182891,1.861078016
RP11-290C10.1,1,1,1,1,1,1,0.052321442,1.137033084,1.295453759,0.04994662,0.918943241,1.133529407,0.049372805,0.845445322,1.02757191,0.050796381,0.772296633,0.93305459,0.05208427,0.70776372,0.868002847,0.05358545,0.544196293,0.600305891
GABARAPL1,1,1,1,1,1,1,0.049871624,1.06780409,1.065337828,0.049657922,0.874334555,0.985805527,0.050205828,0.836238918,0.997078467,0.048808599,0.777282031,0.949567222,0.048751996,0.721902126,0.915192,0.046890905,0.55944261,0.65041288
KLRC2,1,1,1,1,1,1,0.102009209,1.714546828,3.215099054,0.104242843,1.816589909,4.106130939,0.105822002,1.750888706,4.026580646,0.107450618,1.758538133,4.19968299,0.106985462,1.7139143,4.226188616,0.10431051,1.587388726,4.028755847
LINC01252,1,1,1,1,1,1,0.064255738,0.934402109,0.621912044,0.067240214,0.882352905,1.012358693,0.066439262,0.827643324,0.96860815,0.068246357,0.746032066,0.846061107,0.068793521,0.711868086,0.881701813,0.076335701,0.584836655,0.733870363
CDKN1B,1,1,1,1,1,1,0.413670434,0.975039421,0.910964568,0.43480307,0.79267288,0.780426077,0.438450122,0.755685845,0.788270709,0.441785069,0.711366008,0.787418185,0.443384309,0.667459246,0.762667984,0.450362624,0.547438486,0.618234856
AEBP2,1,0,0,0,0,0,0.237017225,0.928484993,0.602243657,0.251256819,0.677680465,0.33457574,0.26199,0.639078698,0.34404457,0.272678614,0.562335502,0.23762148,0.290413285,0.492215666,-0.037116421,0.330649647,0.382276884,-0.143153647
RP11-707G18.1,1,1,1,0,1,1,0.032031191,1.229299364,1.602145212,0.034433688,0.981376281,1.340279522,0.034242713,0.903900611,1.221187464,0.035443163,0.824793075,1.106933268,0.035193756,0.747387631,1.00025388,0.036038234,0.526307695,0.541515046
RP11-582E3.6,1,1,1,1,1,1,0.04564836,1.046161747,0.993399068,0.049509394,0.879595262,1.003226619,0.049619195,0.805028719,0.893704075,0.050604784,0.728172054,0.786905188,0.050642769,0.67215249,0.749144767,0.058942248,0.665507548,0.998995098
STK38L,1,1,1,0,1,1,0.094569974,0.977163897,0.764051457,0.102098383,0.827218102,0.829777054,0.106124067,0.775933372,0.797334494,0.108447848,0.727248667,0.783846748,0.113576498,0.66394063,0.721736393,0.127636739,0.509442517,0.48608767
AMN1,1,0,0,0,1,1,0.097737936,0.932281077,0.614861771,0.106578943,0.733471512,0.519330564,0.110643078,0.723817014,0.624714741,0.109091032,0.671996578,0.600840818,0.107963391,0.610982635,0.544980758,0.109227317,0.499972353,0.454963994
RP11-467L13.7,1,1,1,1,1,1,0.102540326,1.163093663,1.382078656,0.10595537,0.944371428,1.217736114,0.103234631,0.894209941,1.189090037,0.099857603,0.838638094,1.152790728,0.09808614,0.796684472,1.164789841,0.093289882,0.661319148,0.985229931
KIAA1551,1,1,1,1,1,1,0.357995062,1.073132688,1.413525001,0.364503823,0.850241898,1.055055312,0.363995164,0.828359258,1.128720734,0.367596643,0.814171531,1.263220479,0.369505024,0.764393819,1.205062275,0.375531287,0.665606817,1.162986226
RP11-352M15.2,1,1,1,1,1,1,0.669146023,1.083790654,1.060073767,0.667911911,0.953770692,1.109732036,0.666375637,0.903217573,1.05579927,0.671704961,0.856681684,1.047473007,0.672567091,0.813026083,1.044600512,0.688567233,0.80228837,1.203000354
HDAC7,1,1,1,1,1,1,0.254349827,1.034229787,0.95373745,0.257396732,0.858233811,0.932487114,0.263942307,0.866505608,1.097327771,0.264828177,0.852626835,1.199124226,0.267178614,0.787098071,1.132793719,0.278313231,0.670054185,1.183488415
LMBR1L,1,1,1,1,1,1,0.277868489,1.095638632,1.528829523,0.280506405,1.011031745,1.822092751,0.277002111,0.950127868,1.699164929,0.278612743,0.890736673,1.617577608,0.278831953,0.848841917,1.590470239,0.271472767,0.695412899,1.097278979
TUBA1B,1,1,1,1,1,1,2.91348887,3.439215416,2.932890361,2.904977754,3.3930517,1.935327198,2.902056105,3.373587557,1.970137846,2.895280197,3.348782973,1.889744643,2.891150285,3.315885847,1.914329482,2.90048207,3.195297126,1.735318637
TUBA1A,1,1,1,1,1,1,1.710788655,1.59756008,0.846297795,1.687849549,1.586818097,1.050189425,1.678289039,1.626512127,1.172799181,1.672815749,1.587258428,1.149002047,1.661361156,1.523986825,1.65358472,1.654301232,1.393269214,1.418440226
TUBA1C,1,1,1,1,1,1,0.675162722,1.459691302,2.637150116,0.68866953,1.434116374,2.978223695,0.68731099,1.415515665,3.011151697,0.686297506,1.386923268,3.076764299,0.690000479,1.358119938,3.136257648,0.717042945,1.293613754,2.956897391
TROAP,1,1,1,1,1,1,0.247299118,1.148109361,1.332271104,0.253579623,1.025309414,1.485766273,0.256529736,1.035382816,1.656682701,0.259775675,1.009926679,1.72013266,0.262732945,0.978633084,1.772071941,0.276194678,0.901792752,1.775545975
CSRNP2,1,1,1,1,1,1,0.118816016,1.034270466,0.953872664,0.133640099,0.946586585,1.225071716,0.135110279,0.885790916,1.161204549,0.137614144,0.791758618,0.997516562,0.144989563,0.812994252,1.219226295,0.165592654,0.765904071,1.328948081
BIN2,1,1,1,1,1,1,0.6663089,1.123085206,1.224932511,0.659087351,0.998480708,1.283649062,0.659941,0.96726512,1.300257583,0.658810497,0.920354305,1.291154943,0.656861017,0.884318534,1.318166909,0.651716054,0.8262976,1.288706731
ITGB7,1,1,1,1,1,1,0.130730284,1.22870848,1.600181127,0.132005723,1.107040614,1.756423201,0.134259079,1.151617816,2.041676161,0.133096824,1.121685084,2.090298769,0.137305894,1.10163133,2.182597927,0.144100417,1.080525031,2.362949271
CALCOCO1,1,1,1,1,1,1,0.234775627,0.98031104,0.774512504,0.233238999,0.822635278,0.814600803,0.232537684,0.785003284,0.827375848,0.229508215,0.736815631,0.81553444,0.232291095,0.700556026,0.843946036,0.228550029,0.558513661,0.647359892
CD63,1,1,1,1,1,1,0.668675839,1.024376135,0.810802492,0.64700607,0.846282986,0.69161673,0.638117556,0.843926582,0.829495904,0.629701068,0.84853978,1.016313071,0.621392854,0.796886762,0.982670025,0.601485036,0.69081159,0.805058787
RP11-644F5.11,1,1,1,0,1,1,0.033853729,1.092485522,1.147378463,0.030036677,0.851156127,0.909049012,0.02994142,0.787556238,0.83583174,0.029989967,0.732719549,0.801967399,0.029318337,0.668428399,0.736715028,0.028919942,0.475676528,0.375115812
GDF11,1,1,1,0,1,0,0.300514376,0.965669283,0.862958617,0.299825587,0.800209141,0.816377317,0.297900879,0.751912797,0.770595273,0.294982743,0.665269524,0.574075436,0.298362204,0.635853309,0.618423409,0.295764834,0.52890295,0.532786762
ORMDL2,1,1,1,1,1,1,0.311953556,1.162740653,1.87261276,0.301946468,0.930307977,1.4370053,0.299816362,0.877620641,1.359493426,0.298034098,0.828935566,1.331551062,0.292907865,0.759128965,1.181034301,0.28337037,0.580742385,0.771764524
DGKA,1,1,1,1,1,1,0.474560703,0.987927347,0.976993173,0.49099167,0.809952827,0.862858936,0.49734299,0.747915076,0.751867321,0.504410987,0.696862229,0.720292108,0.516007639,0.644318381,0.657056681,0.554186061,0.627621131,0.987873702
ESYT1,1,1,1,1,1,1,0.2544017,1.006804884,0.862577565,0.266668401,0.847717879,0.897663082,0.270901618,0.826792823,0.965791122,0.278457547,0.772528824,1.070490602,0.286297075,0.740592268,1.096435702,0.29908728,0.645173174,1.068787932
PAN2,1,1,0,0,1,0,0.079184818,0.994982254,0.823279357,0.077575704,0.763450401,0.618607145,0.078158755,0.724680834,0.627575885,0.081046534,0.66035387,0.562277848,0.082126231,0.586513548,0.463311334,0.087751401,0.461027769,0.326972692
IL23A,1,1,1,1,1,1,0.097895027,1.045994944,0.992844618,0.094469805,0.93191207,1.176476328,0.091157038,0.875607421,1.127474787,0.091522772,0.866711918,1.245776829,0.091239882,0.892283393,1.483866269,0.086494282,0.743293453,1.254638329
DDIT3,1,1,1,1,1,1,0.163730423,1.127760281,1.264631129,0.157713176,0.973108044,1.312898845,0.157897415,0.919307309,1.272217516,0.156715729,0.867334877,1.247840194,0.153761115,0.807947535,1.202382084,0.165924812,0.868682076,1.666727801
TSPAN31,1,1,1,1,0,1,0.231847053,0.94978016,0.673028409,0.228809825,0.762300814,0.614800231,0.22718614,0.705307613,0.563407922,0.226818476,0.698527391,0.688716158,0.22902343,0.666830926,0.731383213,0.23357032,0.647989324,0.941421489
METTL21B,1,1,0,0,1,1,0.031017565,1.087381491,1.130412756,0.035609632,0.853019791,0.915220627,0.036805314,0.787803242,0.836649865,0.037058666,0.711062074,0.730233527,0.037735912,0.625086388,0.592054251,0.038835542,0.459400966,0.321626208
AVIL,1,0,0,0,0,0,0.038306578,0.936763324,0.629760678,0.036181264,0.715264556,0.459037325,0.035814025,0.650923041,0.383275392,0.036347226,0.578089797,0.289802844,0.037246545,0.522713421,0.250368377,0.035964179,0.359113732,-0.007967597
MON2,1,1,1,0,1,1,0.110615977,1.072690347,1.08157966,0.113960534,0.822054172,0.812676441,0.117035373,0.753000125,0.721375015,0.119040024,0.697647101,0.685800461,0.121593117,0.630868977,0.61135455,0.128810131,0.488431426,0.417034758
RP11-631N16.2,1,1,1,1,1,1,0.038648978,1.347247256,1.994201885,0.039473523,1.050711521,1.569886613,0.038727679,0.988203963,1.500416947,0.038312177,0.922482552,1.430500283,0.03805278,0.872290987,1.41713847,0.037605714,0.676481217,1.035060041
C12orf66,1,1,1,1,1,1,0.037754671,1.09285449,1.148604908,0.041014599,0.853254264,0.915997097,0.039491706,0.802978934,0.88691478,0.039360552,0.74168191,0.831652524,0.040273764,0.671420054,0.746700146,0.045832985,0.560767662,0.654767661
TMBIM4,1,1,1,0,1,1,0.447633283,0.971184354,0.891213935,0.471604295,0.826501551,0.941803541,0.477385464,0.761697248,0.816432074,0.490816592,0.730684469,0.876827464,0.504218833,0.669024726,0.769812589,0.53925089,0.538462581,0.576856286
RAP1B,1,1,1,1,1,1,0.536656528,1.162523586,1.871500662,0.607049246,1.055798645,1.506609505,0.635587166,1.017388558,1.491569998,0.674956646,0.981708129,1.525962591,0.729452485,0.946537414,1.556915823,0.859824029,0.865059166,0.767392053
SLC35E3,1,1,1,1,1,1,0.233935364,0.969073268,0.737158354,0.245176562,0.958435598,1.26431031,0.246907342,0.934575518,1.322788862,0.247654478,0.876308832,1.277563721,0.252800184,0.907384527,1.534268678,0.273565309,0.907224838,1.793398516
LINC01481,1,1,1,1,1,1,0.277591508,1.307618457,2.614864037,0.269859077,1.115316895,1.78383052,0.266691019,1.060334737,1.739328431,0.265912603,1.00561854,1.705863243,0.262119145,0.938517578,1.638180133,0.266194738,0.914059146,1.815859456
THAP2,1,1,1,1,1,1,0.130264015,1.493482447,2.480285028,0.132364727,1.232946312,2.173366175,0.133311893,1.152908594,2.045951476,0.132457915,1.078010206,1.945638869,0.132269433,0.992029024,1.816782997,0.136745314,0.809758625,1.47307599
GLIPR1,1,1,1,1,1,1,0.557081251,1.064894912,0.980797424,0.556866214,0.961819937,1.141042708,0.554325907,0.954556891,1.25175249,0.545921107,0.899464294,1.657970593,0.539749278,0.85862152,1.635102826,0.531452105,0.744364993,1.526058323
SYT1,1,1,1,1,1,1,0.179215921,1.058092296,1.033055999,0.182253382,1.001781449,1.40785225,0.183531851,1.022182048,1.612959131,0.185705456,1.026611827,1.775397194,0.181511183,0.847102336,1.333067389,0.181045847,0.808536924,1.469060874
DUSP6,1,1,1,1,1,1,0.845661866,1.837207859,2.957394696,0.850449237,1.782089833,2.93330295,0.853095351,1.751570662,2.889236369,0.854506593,1.748692265,2.871650594,0.855481892,1.71986545,2.747057447,0.847108585,1.646646207,2.729059709
RP11-734K2.4,1,1,1,1,1,1,0.040713246,1.026883495,0.929318508,0.04134427,1.473785768,2.970917998,0.039896646,1.41265049,2.906268343,0.039664045,1.326041369,2.767167513,0.041246915,1.256662414,2.70003855,0.041785483,1.015724043,2.149980948
LINC00936,1,1,0,1,1,0,0.070340203,0.929309765,0.604985183,0.070246152,0.776611982,0.662192374,0.068211017,0.73143123,0.64993454,0.066863317,0.671636185,0.599647124,0.065598388,0.624037469,0.58855332,0.061947186,0.59071166,0.753178556
BTG1,1,1,1,1,1,1,1.487064947,1.828158297,2.4975484,1.506508033,1.750699722,2.31221644,1.512371477,1.738698628,2.312558329,1.517680572,1.732650902,2.343689638,1.521068246,1.704784929,2.049793659,1.514848037,1.642045599,1.926097606
RP11-796E2.4,1,1,1,1,1,1,0.08532858,1.158715022,1.36752413,0.094718425,1.151782483,1.904588124,0.09527116,1.086628154,1.826417464,0.092908215,0.957868102,1.547704278,0.096970211,0.983915565,1.789703052,0.099547181,0.921333048,1.83976512
SOCS2,1,1,1,1,1,1,1.885118265,1.540321009,0.740995551,1.885183086,1.453707875,0.80779881,1.883077944,1.427243198,0.814157134,1.882390929,1.411206915,0.837857817,1.881043051,1.376947645,1.068183461,1.87777101,1.301746024,1.378935589
TMPO,1,1,1,1,1,1,0.774842631,1.012923063,0.76275158,0.791353911,0.931439815,1.022867391,0.799352349,0.912086339,1.089649804,0.809132487,0.889852721,1.174422115,0.813765627,0.877660685,1.292619131,0.835128739,0.822200779,0.659823855
HSP90B1,1,1,1,1,1,1,1.221312218,1.434392989,1.306390559,1.224015788,1.316178704,1.265585366,1.222620598,1.286727216,1.250176181,1.221797125,1.263899974,1.276258777,1.222497519,1.251286997,1.327968513,1.218787765,1.151580849,1.269601354
EID3,1,0,0,0,0,0,0.032900764,0.939757191,0.639712239,0.039305729,0.676044923,0.329159562,0.040131915,0.658942969,0.40983899,0.04288827,0.607573414,0.387458459,0.043255501,0.549535063,0.339889823,0.047562707,0.382048717,0.067408189
CHST11,1,1,1,1,1,1,0.438561911,1.027417534,1.179312926,0.447164756,0.897400815,1.280023836,0.44908369,0.861188917,1.282516432,0.448814818,0.811340692,1.25011885,0.449193066,0.772684756,1.242900818,0.450083472,0.658940583,1.132255144
TCP11L2,1,1,1,1,1,1,0.034509828,1.015214939,0.890532437,0.034252451,0.83225485,0.846456496,0.033644054,0.782093957,0.817739577,0.035640887,0.787411796,0.983119021,0.034951044,0.750695499,1.011294412,0.033546236,0.609991088,0.816540357
RP11-412D9.4,1,1,1,1,1,1,0.106130463,1.078204717,1.099909325,0.095263146,0.859961214,0.938207495,0.095861632,0.861394898,1.080400082,0.09438184,0.82066963,1.093275595,0.091961019,0.756518446,1.030729413,0.089066312,0.666832892,1.00335084
SELPLG,1,1,1,0,1,1,0.433603486,0.943295656,0.748331997,0.429005477,0.775517109,0.698585595,0.426671998,0.748038514,0.752445585,0.426132697,0.691918432,0.697411333,0.426469348,0.657284851,0.716233627,0.425478424,0.536048075,0.565725508
UNG,1,1,1,1,1,1,0.470877313,0.962802923,0.848273419,0.481756513,0.860411227,1.103567431,0.481971208,0.835222546,1.160872888,0.486481051,0.812549484,1.255713355,0.496309566,0.795736144,1.348103763,0.502582637,0.717937513,1.404228678
HVCN1,1,1,1,0,1,1,0.096604861,0.960685082,0.709276174,0.095021435,0.792801983,0.715806367,0.096082307,0.733354821,0.656305857,0.096679143,0.694101483,0.674056669,0.096129825,0.636809695,0.631182633,0.098526694,0.496836927,0.444659422
NAA25,1,1,0,0,1,0,0.21783367,0.967154814,0.730781445,0.219175331,0.771501636,0.645269207,0.218651363,0.743610778,0.690275629,0.216087885,0.64807339,0.521602451,0.224149366,0.597303441,0.499324296,0.227433856,0.43388361,0.237763464
VSIG10,1,0,0,0,0,0,0.030570648,0.933630396,0.619346885,0.028647446,0.693188495,0.385931352,0.028406136,0.626175269,0.301305844,0.028141267,0.555491982,0.214954378,0.028352717,0.493385539,0.15248196,0.028021124,0.343781845,-0.058355817
