HVG,seq30K,seq50K,seq60K,seq75K,seq100K,seq250K,seq30K_gene.mean,seq30K_gene.dispersion,seq30K_gene.dispersion.scaled,seq50K_gene.mean,seq50K_gene.dispersion,seq50K_gene.dispersion.scaled,seq60K_gene.mean,seq60K_gene.dispersion,seq60K_gene.dispersion.scaled,seq75K_gene.mean,seq75K_gene.dispersion,seq75K_gene.dispersion.scaled,seq100K_gene.mean,seq100K_gene.dispersion,seq100K_gene.dispersion.scaled,seq250K_gene.mean,seq250K_gene.dispersion,seq250K_gene.dispersion.scaled
RPLP0,1,1,1,0,1,0,3.347534635,1.728805858,2.013521768,3.301315643,1.627396554,0.612952673,3.285976004,1.608409797,0.601914015,3.267888338,1.581344744,0.594659388,3.247968321,1.549941888,0.602252943,3.210062924,1.448153564,0.589709201
ORAI1,1,1,1,1,1,1,0.176075524,1.254558636,1.686106579,0.172160386,1.025157925,1.485264612,0.168801635,0.96411295,1.420622718,0.167215881,0.893731646,1.335271552,0.163246597,0.827630809,1.268078105,0.161738946,0.665947988,1.000442605
MORN3,1,1,1,0,1,1,0.030641414,1.002023339,0.846683797,0.033836411,0.812648761,0.781529957,0.03276852,0.756472016,0.732874607,0.031572667,0.700113418,0.693969393,0.032445263,0.640037325,0.641955353,0.032486175,0.457167234,0.314285053
LINC01089,1,1,1,1,1,1,0.392887288,1.248507324,2.31202045,0.407955475,1.112044913,2.303969456,0.412073722,1.078209147,2.299181809,0.417183879,1.034211361,2.281604047,0.428081338,1.012018377,2.335182188,0.461078919,0.948403449,2.466667597
SETD1B,1,1,1,1,1,1,0.156843493,1.091062148,1.142647195,0.160656785,0.840642962,0.874234146,0.157152274,0.779933174,0.810582633,0.154971687,0.710478935,0.728302052,0.154690026,0.632771395,0.61770417,0.168795495,0.609627042,0.815343923
WDR66,1,1,1,1,1,1,0.195913054,1.178942822,1.434760973,0.21208224,0.959943361,1.269303341,0.224374094,0.974550955,1.455195469,0.243270932,0.973617901,1.59987075,0.269927729,0.947640292,1.668628625,0.33584284,1.02597043,2.824248336
BCL7A,1,1,1,1,1,1,0.705575892,1.095626745,1.10973162,0.723721628,0.973976663,1.188331032,0.730096294,0.944457823,1.213206111,0.740722341,0.883443637,1.149893866,0.747009988,0.855470542,1.207470178,0.756608518,0.756583312,1.039845818
MLXIP,1,1,1,1,1,1,0.498367827,1.047543906,1.282426205,0.497357249,0.966599053,1.610129502,0.495844045,0.921764648,1.566292964,0.496152075,0.870902492,1.525781482,0.493782165,0.824442409,1.479114685,0.497671642,0.71126698,1.373477783
RP13-942N8.1,1,1,1,1,1,1,0.104381785,0.968886885,0.736538819,0.108256575,0.861059186,0.941843484,0.107419974,0.818741824,0.93912461,0.106868754,0.756103653,0.879420213,0.105865539,0.701032569,0.845536571,0.109403448,0.545092707,0.603251951
UBC,1,1,1,1,1,1,2.071133299,1.605760078,1.325694885,2.057915519,1.504452729,1.085811035,2.051088558,1.476106838,1.112555779,2.043064025,1.439316598,1.098930561,2.032350733,1.391962664,1.052639748,2.025563954,1.306151313,0.896239012
RP13-977J11.2,1,1,1,1,1,1,0.100297361,1.045020504,0.989605599,0.102051923,0.93841859,1.198022993,0.103568431,0.925045439,1.291223343,0.107336028,0.900288692,1.356989796,0.106974756,0.87887862,1.439125734,0.104224418,0.717612801,1.170238914
GALNT9,1,1,1,1,1,1,0.105770354,0.953259361,0.684593209,0.102450013,0.813605785,0.784699191,0.105425886,0.833598315,0.988332266,0.105779679,0.775368568,0.94322945,0.105063045,0.715276398,0.89307759,0.106107577,0.584777647,0.733676432
ZNF26,1,1,1,1,1,1,0.215971095,1.011504102,0.878197681,0.21461994,0.839437695,0.870242844,0.219194902,0.925057592,1.291263597,0.222602748,0.866292935,1.244389075,0.227917693,0.808670482,1.204795033,0.241322994,0.806929877,1.463779316
RP11-61K9.3,1,0,0,0,0,0,0.106870364,0.956420561,0.695100983,0.102557333,0.73499943,0.524390341,0.10318528,0.664722457,0.428981805,0.103627612,0.603019907,0.372376337,0.103086417,0.540177474,0.308657399,0.103213941,0.481016942,0.392667071
ZMYM2,1,1,0,1,0,1,0.501036255,0.978057482,0.926426976,0.502431185,0.766396667,0.655077122,0.507536033,0.712275756,0.584909327,0.510414689,0.685424927,0.667358237,0.514859343,0.628246264,0.583706039,0.515852537,0.544853054,0.606316115
SHISA2,1,1,1,1,1,1,0.067238365,1.244681952,1.65327666,0.074549288,1.030660666,1.50348721,0.075972499,0.97431118,1.454401285,0.076465614,0.913902259,1.402080645,0.080471963,0.988211311,1.804040781,0.085163448,0.835432189,1.557452112
USP12,1,0,0,0,0,0,0.049993672,0.947821094,0.666516507,0.051304702,0.692942322,0.385116138,0.050972182,0.64528171,0.364590179,0.052557172,0.565372404,0.247680304,0.054210311,0.495143586,0.158349717,0.060502805,0.369783091,0.02709723
PAN3-AS1,1,1,0,1,1,0,0.044676767,0.952650349,0.682568866,0.04291399,0.767683879,0.632626517,0.042993759,0.723298316,0.622996712,0.042557065,0.659547563,0.5596072,0.041735136,0.601640524,0.513799994,0.042436591,0.621257823,0.853568463
UBL3,1,1,1,1,1,1,0.146293337,0.987618377,0.798801959,0.157192901,0.832734517,0.848044938,0.164635957,0.797242384,0.867914185,0.166208115,0.737192858,0.816783888,0.173268696,0.730503412,0.943900146,0.185360696,0.675368236,1.031402232
HMGB1,1,1,1,1,1,1,3.062289828,2.549736111,1.897754054,3.071799165,2.523351769,2.661530066,3.073776985,2.512728686,2.670952351,3.074846007,2.498981266,2.672951218,3.072600984,2.482841238,2.655874278,3.065463048,2.412340918,2.913617049
ALOX5AP,1,1,1,1,1,1,0.666309999,1.038208944,0.868837497,0.641375091,0.883263611,0.835467276,0.634643374,0.834060938,0.791840465,0.62650141,0.815653429,0.890453483,0.618509705,0.788711288,0.951298755,0.602960917,0.673924577,0.744776776
N4BP2L1,1,1,0,0,0,0,0.438376615,0.937821041,0.720283944,0.448899206,0.760866718,0.628696862,0.445736065,0.705150834,0.551531509,0.446584768,0.666438582,0.579486044,0.445551789,0.621567469,0.553225058,0.443691792,0.490160457,0.35418539
N4BP2L2,1,1,1,1,1,1,1.370346391,1.221695301,0.722490692,1.35153224,1.13011229,0.800156189,1.346075817,1.077322152,0.739915776,1.334724516,1.020440649,0.692147945,1.33043338,1.011087451,0.758684385,1.302790075,0.898560737,0.674219737
NHLRC3,1,0,0,0,0,0,0.630718303,0.988633217,0.660844489,0.624633286,0.785944821,0.456907931,0.623836524,0.765817604,0.531367563,0.620614224,0.70598412,0.470737303,0.616465398,0.654494599,0.43627681,0.593471921,0.554301418,0.317754867
KBTBD6,1,1,1,1,1,1,0.166831907,1.336670238,1.959044068,0.175276294,1.067390365,1.625119433,0.177154942,1.013311696,1.583578758,0.180577506,0.938846594,1.484701251,0.181924219,0.866226304,1.396896639,0.178964397,0.681667665,1.052105293
VWA8,1,0,0,0,0,0,0.051306542,0.93999508,0.640502979,0.053113281,0.715476149,0.459738026,0.053820141,0.63840847,0.341824641,0.055093224,0.591251954,0.333398529,0.057153225,0.526428274,0.262767284,0.062139295,0.394694245,0.108967691
TSC22D1,1,1,1,1,1,1,1.775537201,1.67292203,0.984940547,1.783168062,1.581134815,1.039840301,1.779929702,1.54660477,1.028982791,1.781782467,1.532647251,1.052485111,1.78030445,1.502249054,1.319693424,1.768159352,1.367039308,1.532898468
KIAA0226L,1,1,1,1,1,1,0.609474169,1.053119289,0.93139326,0.628744219,0.931187995,1.021887836,0.637974168,0.903494932,1.056857901,0.650715978,0.86960289,1.096923846,0.66588522,0.854788651,1.204853598,0.690285586,0.771686506,1.093760084
LINC00562,1,1,1,1,1,1,0.043892594,1.133198986,1.282709285,0.043499213,0.892983465,1.047562319,0.042795535,0.834169462,0.990224019,0.045187628,0.843448208,1.168722786,0.047361684,0.789390546,1.140445214,0.050422191,0.605243546,0.800937571
ITM2B,1,0,0,0,1,1,1.575060101,1.1979292,0.65879947,1.582564844,1.067640012,0.56581002,1.588409331,1.078603843,0.661933286,1.588342868,1.026730162,0.602456679,1.58482845,1.006073,0.518605524,1.573841226,0.913946909,0.440326865
LPAR6,1,1,1,1,1,1,0.886951294,1.901929375,3.162021841,0.888217739,1.85546675,3.141232884,0.891383519,1.833661025,3.116924281,0.891655193,1.801616896,3.012685705,0.900658634,1.808354297,2.972829343,0.912890709,1.699483183,2.861672689
RCBTB2,1,1,1,1,1,1,0.889396533,2.174732305,4.02453076,0.886840092,2.102917247,3.842439307,0.886990917,2.091864056,3.833082755,0.889392714,2.064302338,3.712697578,0.886741138,2.002719816,3.468736715,0.880005292,1.892416636,3.345907065
WDFY2,1,1,1,1,1,1,0.233286689,1.084106424,1.119526493,0.231814541,0.935404936,1.188043127,0.231172029,0.903456052,1.219714996,0.228173683,0.863133823,1.233925466,0.227079647,0.791987116,1.149111674,0.226527888,0.638825894,0.911305894
RP11-327P2.5,1,1,1,1,1,1,0.048319296,1.17005604,1.40522147,0.04712907,0.913696469,1.11615446,0.04916722,0.858052831,1.069330491,0.049943568,0.813510557,1.069563319,0.048243845,0.749887008,1.008595945,0.049026868,0.766106714,1.329614068
RP11-245D16.4,1,1,1,1,1,1,0.061711756,1.116246206,1.226358551,0.057108437,0.867904515,0.964512133,0.056334512,0.809729409,0.909273695,0.055347392,0.74576686,0.845182695,0.05707593,0.722901928,0.918528998,0.056839899,0.566458241,0.673469739
CKAP2,1,1,1,1,1,1,0.438507878,1.032269981,1.204173428,0.463158379,0.924209398,1.407912428,0.468562051,0.90912372,1.507074553,0.47288858,0.877220017,1.555020113,0.483298394,0.866227681,1.669816159,0.499265512,0.844828444,1.989190889
RP11-93H24.3,1,1,1,1,1,1,0.086878657,1.735075013,3.283334373,0.096714251,1.697046809,3.710258025,0.100428274,1.604234279,3.540831989,0.103467195,1.674877322,3.92258171,0.104953028,1.684592735,4.128323284,0.128459439,2.10238036,5.721274878
PCDH9,1,1,1,1,1,1,0.541193715,1.522379788,3.715149011,0.555322683,1.373509167,2.742468352,0.555232499,1.353167421,2.77317933,0.564205824,1.357901708,2.965695681,0.573551817,1.306555981,2.938394256,0.600143929,1.237335959,2.756001079
CLN5,1,1,1,1,1,1,0.207860926,1.096821598,1.161791504,0.209157302,0.895471361,1.055801111,0.208740273,0.950537045,1.375656619,0.210795171,0.876417256,1.277922842,0.211854186,0.856918416,1.365830098,0.209644113,0.695498137,1.097559112
NDFIP2,1,1,0,0,1,0,1.054345232,1.113537679,0.669398797,1.090594676,1.037296541,0.822764293,1.098920876,0.996993495,0.796322011,1.108642886,0.932517433,0.481201402,1.116969839,0.926662112,0.558592393,1.121094114,0.843331205,0.544259128
DNAJC3,1,1,1,1,1,1,0.206778151,1.058281522,1.033684982,0.210292575,0.884825575,1.020547062,0.210648383,0.816012159,0.930083416,0.215411257,0.765370471,0.910113761,0.220405853,0.68761164,0.80074211,0.243570572,0.643223461,0.92575849
MBNL2,1,1,1,1,1,1,0.053060359,1.073642057,1.084743126,0.051559883,1.220802398,2.133151,0.052310927,1.108869715,1.900085942,0.051255113,0.993481386,1.665662572,0.050575134,0.881852222,1.449050596,0.050451511,0.596510377,0.772236026
GPR18,1,1,1,1,1,1,0.080287124,1.048638072,1.001630329,0.077157293,0.849016617,0.901963919,0.076103094,0.79453475,0.85894596,0.075721284,0.734348826,0.807363889,0.074888989,0.697142954,0.832554372,0.072113482,0.616430021,0.8377019
ARHGEF7,1,1,1,1,1,1,0.372619088,0.969928854,0.88478164,0.369430305,0.873454862,1.165791237,0.370813115,0.821853221,1.098242181,0.374374736,0.773366418,1.074367137,0.379698368,0.720224331,1.003479612,0.383520137,0.590052857,0.814685433
RNASE6,1,1,1,1,1,1,0.282436902,0.929263471,0.676441016,0.274955136,0.784753513,0.689153458,0.271100617,0.74963858,0.71024091,0.267273678,0.730778604,0.795538603,0.264903039,0.666658761,0.730808583,0.262732445,0.597794814,0.776457326
TRDC,1,1,1,1,1,1,2.080797773,2.078393182,2.559730375,2.058433781,1.977511222,2.097648056,2.052225349,1.951532757,2.12847204,2.043051203,1.945990982,2.169167892,2.031109304,1.912862925,2.148829136,1.994346549,1.793604037,1.905780446
TRAC,1,1,1,1,1,1,0.090121842,2.287519028,5.119648342,0.085589175,2.24495475,5.524682391,0.082600385,2.186126161,5.468173741,0.081675924,2.177702611,5.588039276,0.080100914,2.107824869,5.54092708,0.07462391,1.916886605,5.111650003
LRP10,1,1,1,0,1,1,0.211622871,0.988079512,0.800334765,0.207904933,0.818719747,0.801634329,0.205445616,0.779417675,0.808875201,0.204839232,0.709566646,0.725280369,0.206567379,0.69846193,0.836956661,0.204410802,0.536566798,0.575231568
RBM23,1,1,1,0,1,1,0.437743975,1.016667402,1.124236863,0.462560834,0.775322245,0.697656012,0.48060527,0.727762135,0.657457701,0.497161368,0.684781268,0.664379265,0.512113641,0.645661282,0.66318547,0.561941887,0.606965345,0.50575066
AJUBA,1,1,1,1,1,1,0.029035203,1.434733803,2.285005594,0.029833725,1.132410414,1.840436555,0.029840794,1.04960031,1.703773873,0.031265138,0.971216367,1.591916392,0.033266872,0.902530415,1.518067317,0.032638459,0.747581176,1.268729923
PPP1R3E,1,1,1,1,1,1,0.092627532,1.122368814,1.24670999,0.092973854,0.881413945,1.009249279,0.095859811,0.882324552,1.149723262,0.099316818,0.814929178,1.074262073,0.099426863,0.739205341,0.972944201,0.101262054,0.588884117,0.747172338
RP11-66N24.3,1,1,1,0,1,1,0.027536442,1.181698311,1.443920171,0.027809997,0.888776376,1.033630336,0.026715518,0.840118688,1.009929038,0.027205042,0.762271019,0.899847756,0.026665014,0.696358727,0.829936891,0.027717729,0.533185316,0.564118333
RP11-468E2.4,1,1,1,1,1,1,0.068016074,1.04840338,1.000850217,0.069252567,0.917395563,1.128404195,0.07257392,0.870774257,1.111466385,0.074669282,0.825493437,1.109253006,0.074110688,0.779128142,1.106192828,0.071799049,0.674750574,1.029372285
IRF9,1,1,1,1,1,1,0.383729149,1.302451518,2.588392298,0.372443704,1.16436989,2.553582336,0.369533233,1.166857196,2.714467527,0.363883797,1.12664272,2.709392861,0.355623058,1.07841818,2.638220547,0.344088394,0.969863254,2.565596457
TM9SF1,1,0,0,0,0,0,0.07823434,0.929711035,0.606318997,0.079765155,0.684266895,0.35638703,0.079259065,0.630556745,0.315818166,0.077059313,0.569461336,0.261223663,0.074621142,0.50603202,0.194691578,0.069023544,0.361266564,-0.000892318
CTSG,1,1,1,1,1,1,0.375493981,1.003108471,1.054770502,0.361116055,0.871372053,1.155855334,0.360058402,0.833814573,1.154277013,0.35661795,0.795717123,1.177810185,0.350442742,0.747305851,1.127075452,0.343747309,0.691529249,1.282487616
CFL2,1,1,1,1,1,1,0.074934999,0.980863049,0.776347372,0.07793852,0.832473852,0.847181732,0.079444346,0.767510508,0.769436293,0.084769526,0.737866802,0.819016128,0.085083218,0.653162013,0.685761064,0.086678393,0.610473973,0.818127359
FAM177A1,1,0,0,0,0,1,0.35366157,0.931830474,0.68959252,0.358126016,0.74951764,0.574556832,0.361759383,0.698874267,0.522127942,0.365481952,0.672119898,0.605780188,0.362847268,0.601585007,0.462028215,0.36245811,0.465499709,0.24050031
NFKBIA,1,1,1,1,1,1,0.593187282,1.201110597,1.55228496,0.592374084,1.081797539,1.607742334,0.589472503,1.032215472,1.548161744,0.583543761,0.964769211,1.46113554,0.579907986,0.939459979,1.529757992,0.579180653,0.889706383,1.515058717
RALGAPA1,1,1,1,1,1,1,0.214954664,0.941409299,0.645203817,0.218184219,0.938827597,1.19937744,0.21995326,0.875853214,1.128288901,0.224885141,0.819898261,1.090720666,0.22737184,0.747103428,0.999305307,0.234457532,0.771590296,1.347635849
PNN,1,0,0,0,0,0,1.428072915,1.225131236,0.738163806,1.406467701,1.07285207,0.579135899,1.40186829,1.027590916,0.534370976,1.393152022,0.972941196,0.469780139,1.387806348,0.921173991,0.332554091,1.380603678,0.818056299,0.484784746
CTAGE5,1,1,0,0,1,1,0.059266765,1.012828908,0.882601311,0.062793196,0.803699788,0.751894987,0.063251992,0.749142119,0.70859653,0.065218973,0.681750655,0.633148265,0.066141286,0.591141105,0.478756531,0.076883025,0.498807716,0.451136416
C14orf28,1,1,0,1,0,0,0.049128732,0.995647258,0.825489817,0.054828119,0.769347927,0.638137094,0.05482642,0.715829069,0.598257079,0.053039234,0.662309864,0.568756491,0.052627518,0.59563637,0.493760185,0.054303653,0.581315374,0.72229768
KLHL28,1,1,1,1,1,1,0.284530848,0.986808391,0.971260438,0.290865289,0.819488331,0.908347432,0.290738337,0.782065216,0.911849021,0.291499324,0.733543748,0.89006072,0.295174589,0.696283992,0.894219632,0.297191543,0.577529027,0.756951068
FAM179B,1,1,1,1,1,1,0.202830223,1.075120483,1.089657388,0.200346071,0.895777568,1.05681513,0.198864701,0.848679121,1.038282897,0.198531141,0.855601825,1.208977986,0.19391242,0.789979667,1.142411499,0.188775222,0.645099364,0.931923642
LINC01588,1,1,1,1,1,1,0.046741482,1.107930932,1.198718729,0.045464163,0.875822916,0.990734311,0.04503972,0.823512408,0.954925734,0.047323148,0.801758213,1.030637212,0.052893466,1.229197452,2.608369919,0.059002236,0.946577142,1.922729788
FRMD6-AS1,1,1,1,0,1,1,0.087535251,0.981572756,0.778706427,0.089901545,0.797955196,0.732871487,0.089218169,0.735461269,0.663282831,0.087334189,0.675221557,0.61152259,0.088329676,0.636948879,0.631647179,0.086033322,0.486132509,0.409479373
PTGDR,1,1,1,1,1,1,0.330843304,1.027064304,1.17750323,0.33229616,0.880420757,1.199021582,0.33305441,0.8540403,1.249027613,0.335430001,0.787838832,1.141348051,0.341276449,0.773616882,1.2471549,0.346321485,0.986326163,2.641489819
PTGER2,1,1,1,1,1,1,0.324118788,1.308050169,2.617075823,0.332322011,1.223416499,2.835260319,0.334135929,1.198420045,2.862328653,0.337198725,1.171553023,2.917245751,0.337844222,1.133649855,2.890289307,0.336154998,1.066206171,3.009733522
FERMT2,1,1,1,1,1,1,0.053147373,1.465603625,2.387616326,0.051289627,1.070703008,1.636089417,0.053179613,1.013847978,1.585355032,0.053655835,0.887047435,1.313132116,0.055465056,0.765356311,1.060227175,0.05880067,0.731730114,1.216635436
CDKN3,1,1,1,1,1,1,0.585176572,1.719366268,3.7266062,0.582203433,1.613491719,3.675973979,0.577132948,1.585394502,3.659549574,0.573658569,1.562054379,3.747009804,0.568799927,1.532628793,3.805890388,0.566802859,1.441966708,3.486476802
DLGAP5,1,1,1,1,1,1,0.264372238,1.237452938,1.629247547,0.281418776,1.265306799,3.035095256,0.281166761,1.233648922,3.027363866,0.284452312,1.243551585,3.250467934,0.295034546,1.272371078,3.523391362,0.301179815,1.177422695,3.522437329
PELI2,1,1,1,1,1,1,0.272149009,0.959495082,0.705320634,0.288921162,0.829265706,0.954989759,0.291930063,0.780798027,0.905912672,0.292972515,0.722690788,0.839831287,0.297901528,0.704899568,0.933539782,0.306478698,0.587009105,0.800653858
ARID4A,1,1,1,1,0,1,0.412904584,0.963915233,0.853972104,0.39360009,0.761734268,0.632835454,0.39354322,0.709386644,0.571374824,0.394806084,0.672008398,0.605264148,0.391442766,0.642652376,0.649453293,0.385101767,0.573794888,0.739736836
DAAM1,1,1,1,1,1,1,0.244689113,1.094007792,1.152438462,0.240167283,0.907565193,1.095850436,0.240124288,0.894787979,1.191004614,0.244789997,0.899135656,1.353170711,0.246448002,0.840443206,1.310841493,0.242744838,0.77514622,1.359322387
L3HYPDH,1,1,1,1,1,1,0.033589687,1.101635644,1.177793307,0.038412194,0.892213582,1.045012813,0.040725946,0.873738081,1.121283161,0.041009318,0.805605913,1.043381563,0.040344358,0.753616887,1.021045003,0.046627809,0.862446535,1.646234708
PCNXL4,1,1,1,1,1,1,0.384747677,0.926672449,0.663166456,0.386011993,0.75999963,0.624560477,0.390086831,0.729133544,0.663882281,0.396048488,0.813506652,1.260143299,0.398604451,0.746101388,1.121578469,0.406469721,0.594237089,0.83397458
DHRS7,1,1,0,0,0,0,0.25828545,0.982166956,0.780681537,0.253026495,0.762558291,0.615652876,0.252565448,0.708227906,0.573080513,0.250738303,0.647228889,0.518805296,0.24525687,0.595949002,0.494803645,0.241491158,0.517963762,0.514092727
SLC38A6,1,1,1,1,1,1,0.065395515,0.960826825,0.709747326,0.071087969,0.919745589,1.136186424,0.070744049,0.851019706,1.046035381,0.070714913,0.778249716,0.952772387,0.07115002,0.713594246,0.887463146,0.073959908,0.622944595,0.859112033
RDH11,1,0,0,0,0,0,0.497880957,0.948905709,0.777073934,0.497105192,0.739058861,0.52466391,0.493549972,0.676244897,0.416117103,0.491471825,0.616597934,0.348814637,0.488104344,0.545402571,0.205620327,0.481899,0.419586981,0.028844437
ZFP36L1,1,1,1,1,1,1,0.355290271,1.105880375,1.581300959,0.366211807,0.95757676,1.567089246,0.364528574,0.89451616,1.438643141,0.367928329,0.879466712,1.565418218,0.368987209,0.824809805,1.480791424,0.372234308,0.730057206,1.460099985
EXD2,1,0,0,0,0,0,0.031271113,0.93839625,0.635188497,0.032998677,0.755328892,0.591712365,0.033164122,0.693379326,0.523899061,0.035232516,0.631878058,0.467960285,0.035789334,0.578355766,0.436083454,0.036991347,0.414320687,0.173469957
SLC39A9,1,1,0,0,0,0,0.114620458,0.942824372,0.649907493,0.11932212,0.780705037,0.675746727,0.12041763,0.707861657,0.571867423,0.125164047,0.654530558,0.542989879,0.128774991,0.582182867,0.448857004,0.133400298,0.441532557,0.262901716
AC005477.1,1,1,1,1,1,1,0.055558493,1.042910315,0.982591367,0.052436753,0.811976689,0.779304357,0.052526275,0.7598299,0.74399659,0.051057975,0.70256982,0.702105489,0.049509681,0.643198707,0.652506965,0.046786626,0.663022898,0.990829302
